"Data","Y","X","moderator","X_coef","X_pvalue","X_ci_lwr","X_ci_upr","moderator_coef","moderator_pvalue","moderator_ci_lwr","moderator_ci_upr","interaction_coef","interaction_pvalue","interaction_ci_lwr","interaction_ci_upr","significant"
"mesa","cvd_10y_HF","nPhysFac","FamIncome",0.241349805309184,0.268169563165892,-0.200040210868684,0.659654660559126,-0.0279146306916862,0.674880049338649,-0.157703460977138,0.10327317520273,-0.0224018076301684,0.691606295591985,-0.131856778431751,0.0909008492581981,"N"
"mesa","cvd_10y_HF","nPhysFac","nutrition",0.099180672161543,0.588911992785642,-0.273682613910372,0.449029264235641,-0.199526305510304,0.0680170721432592,-0.415798956107574,0.0130820179388747,0.0385109834032138,0.700618824377389,-0.158054817816712,0.236774176387001,"N"
"mesa","cvd_10y_HF","nPhysFac","PhysAct",0.239125089040781,0.225366151195645,-0.173771877305846,0.60996259496885,-0.0939843816839996,0.133393632588055,-0.215838429234617,0.0297990120050532,-0.0292581750004024,0.664812809649161,-0.157414620706738,0.110431028821575,"N"
"mesa","cvd_10y_HF","nPhysFac","currentSmoker",0.313572486939813,0.0315562733121955,0.018547116696617,0.594148821700545,0.212181478592626,0.00541321856078034,0.0623408657884449,0.361551659276603,-0.099923511360731,0.219381643192549,-0.263545753050868,0.0568312909715497,"N"
"mesa","cvd_10y_HF","nPhysFac","alc",0.537020914755013,0.0210766671156853,0.0647201131288731,0.98592075917352,-0.0368865441853654,0.745445635365455,-0.258126876000802,0.187520020973786,-0.200767856928982,0.0868387277993655,-0.42769224989543,0.035580164103361,"N"
"mesa","cvd_10y_HF","nRS","FamIncome",0.15791510076285,0.290785212652958,-0.144646098074837,0.443303871144915,-0.0287427763017713,0.66611791134494,-0.158639097300226,0.102593928225941,-0.00443026033907907,0.934891439769427,-0.110414020387324,0.102488498484898,"N"
"mesa","cvd_10y_HF","nRS","nutrition",0.224808042651256,0.130716345634655,-0.0700578123172554,0.514802220129022,-0.197534047737355,0.0706075713789691,-0.413624281052859,0.0149312196130713,-0.0575800220356221,0.56716148923136,-0.260538768004871,0.135602189164523,"N"
"mesa","cvd_10y_HF","nRS","PhysAct",-0.0516849200411378,0.739078396281351,-0.370822396894356,0.240264543779389,-0.0956152121069923,0.125351557601254,-0.217089658598565,0.027601070349756,0.083659639644127,0.152586194498085,-0.0285926086591867,0.201665690091905,"N"
"mesa","cvd_10y_HF","nRS","currentSmoker",0.10978549774848,0.438775021484319,-0.174860330856383,0.381939244076347,0.218020280754699,0.00416388138906629,0.0686010300427308,0.367017817393285,0.0205758381688073,0.769983509494071,-0.118227054117088,0.158267904361223,"N"
"mesa","cvd_10y_HF","nRS","alc",0.0438103508323848,0.807199069502561,-0.32319167529658,0.383602584831419,-0.0218880935341271,0.84706793126031,-0.242867550030233,0.202277773326926,0.0626287730173828,0.536865010433186,-0.13335610869073,0.26581741378109,"N"
"mesa","cvd_10y_noHF","nSES","FamIncome",-0.0674566186364011,0.727494684605313,-0.443895014799458,0.316070393046498,-0.0522029522984905,0.464115314597449,-0.191112071876373,0.0885352659601291,0.0564865648162758,0.370282924600629,-0.0674700472310148,0.179948019685841,"N"
"mesa","cvd_10y_noHF","nSES","nutrition",0.134932652288206,0.449689353814253,-0.214425033945243,0.485915151943439,-0.229106911793122,0.0541910912397322,-0.464849959648538,0.00196003771182732,-0.033476902840862,0.774930643758296,-0.26215980794566,0.197342429161093,"N"
"mesa","cvd_10y_noHF","nSES","PhysAct",0.100709113730299,0.609093734644865,-0.278121631939564,0.495270820361147,-0.0690798430206993,0.321484572260571,-0.203992582141617,0.0694426441508026,-0.00447185810337813,0.951467323251415,-0.151111873146314,0.137368067461019,"N"
"mesa","cvd_10y_noHF","nSES","currentSmoker",0.160931523649207,0.36642434561919,-0.186989898813024,0.51193150106324,0.226904685732163,0.00640982251412655,0.0633998894155904,0.38987324264655,-0.039510040924512,0.651082362487755,-0.210411318681909,0.132290271906263,"N"
"mesa","cvd_10y_noHF","nSES","alc",0.0062901280596757,0.978476369199442,-0.44235820790921,0.473368603721469,-0.0583157878999331,0.642487760961861,-0.301858839332578,0.191058099819203,0.0499837107700354,0.701623258457889,-0.210216989634099,0.302037298080424,"N"
"mesa","cvd_10y_noHF","nFavFood","FamIncome",-0.568869596752912,0.0158711828509618,-1.04135059995726,-0.115521785679118,-0.0498979357462166,0.48393146976727,-0.188828187112278,0.0907080043454965,0.114723585323535,0.0727119584528973,-0.0094051043041876,0.241708580265509,"N"
"mesa","cvd_10y_noHF","nFavFood","nutrition",-0.383615433774522,0.0960520477256262,-0.845384710874337,0.0595222235281852,-0.232632091458625,0.0508736899063699,-0.468789855098896,-0.00139943001991066,0.0900893053733103,0.441794351075932,-0.141969245017768,0.31875391531806,"N"
"mesa","cvd_10y_noHF","nFavFood","PhysAct",-0.236725015816375,0.295542406582894,-0.696720602778075,0.192568666979413,-0.0705076822333168,0.294265683825125,-0.201212036519563,0.0624898575901892,-0.00668173723468763,0.924549127657944,-0.142092142315729,0.135554668474465,"N"
"mesa","cvd_10y_noHF","nFavFood","currentSmoker",-0.0846122180700071,0.683972093672826,-0.50334965210035,0.313114711949495,0.216040173712148,0.00833283293025129,0.0551702148226097,0.376343066760159,-0.0984613493596768,0.256020341729818,-0.270224658096151,0.0703300190568634,"N"
"mesa","cvd_10y_noHF","nFavFood","alc",0.0102379069959571,0.96532546770462,-0.462415615481799,0.462672303355614,-0.0486456061304173,0.690298710369187,-0.286272980195708,0.192612388930133,-0.17029207875243,0.154684440943153,-0.404653801552124,0.0660061804373097,"N"
"mesa","cvd_10y_noHF","nPhysFac","FamIncome",0.216039289344501,0.358056505873888,-0.263881025299271,0.663954327980901,-0.0455388656855297,0.523289951234073,-0.184611467884793,0.095168784998228,-0.0120208720048082,0.843190409180823,-0.129199346780744,0.110724079245453,"N"
"mesa","cvd_10y_noHF","nPhysFac","nutrition",0.0844400999962969,0.671597118366353,-0.322596255675894,0.462033928621218,-0.231666484933854,0.051622170657042,-0.467582085094067,-0.000631138059895453,0.0549105690730724,0.612975352835659,-0.158250374309721,0.270260254550349,"N"
"mesa","cvd_10y_noHF","nPhysFac","PhysAct",0.116670558425801,0.605810463680065,-0.369127381667247,0.529773131189073,-0.0677746922838594,0.317861200496333,-0.199524223351083,0.0666810226961925,0.021069960639117,0.784155249191277,-0.121520798595657,0.184213754842601,"N"
"mesa","cvd_10y_noHF","nPhysFac","currentSmoker",0.250697783859092,0.115997679331353,-0.0764196365132387,0.55373239612934,0.216352449435358,0.00831445365072519,0.0552934573324963,0.376839133742958,-0.0499723758880927,0.5629418147559,-0.223281857817747,0.11751101988612,"N"
"mesa","cvd_10y_noHF","nPhysFac","alc",0.644303441809253,0.00778093599984306,0.152719013051388,1.11168441075993,-0.0678965545809254,0.577499430638095,-0.305107016235768,0.172990061693199,-0.25392358363572,0.0389189785839252,-0.492805994782287,-0.0064587003720787,"Y"
"mesa","cvd_10y_noHF","nRS","FamIncome",0.16091138898526,0.308329834711661,-0.159813249463519,0.461687037082974,-0.0462642604467948,0.517074874200942,-0.185438708938828,0.0945974428571818,0.00130853229505268,0.981807973706811,-0.110886820053922,0.114445166825588,"N"
"mesa","cvd_10y_noHF","nRS","nutrition",0.208464704049412,0.187443753405956,-0.105519960070144,0.51666249468485,-0.229632698813988,0.0533349154226236,-0.465128351015127,0.00107398598659584,-0.0328271250571281,0.75908303577923,-0.249606182848193,0.172252340150153,"N"
"mesa","cvd_10y_noHF","nRS","PhysAct",0.0314414716508198,0.844939355664748,-0.300098896703334,0.333655732399682,-0.07412577772054,0.270226711970942,-0.204856142629201,0.058864289207984,0.0563860743922917,0.356685485004293,-0.061234273997916,0.179817899703965,"N"
"mesa","cvd_10y_noHF","nRS","currentSmoker",0.101661325061786,0.502613352183238,-0.203834239204679,0.391752045331479,0.217415180363975,0.00796634604808556,0.056445211269888,0.37780812435222,0.0346450627032781,0.643744119441674,-0.113054919761321,0.181389977819285,"N"
"mesa","cvd_10y_noHF","nRS","alc",0.0469855680866403,0.804799066465723,-0.343836953534213,0.405266793076699,-0.0513815474140347,0.673314249701113,-0.288529876679787,0.18950724824564,0.0715358743774062,0.506068811336409,-0.136054895224595,0.287734340623295,"N"
"mesa_bla","cvd_10y_HF","nSES","FamIncome",0.488479123491485,0.287372511814347,-0.388525589213763,1.41712756732575,-0.102700150327575,0.493400487721956,-0.393207938442138,0.196295427021578,-0.107806810697281,0.507891484510992,-0.429048446832737,0.210054714563173,"N"
"mesa_bla","cvd_10y_HF","nSES","nutrition",0.246982048631487,0.591156083046543,-0.657421763456344,1.15210931659569,-0.31217067959934,0.214260105058744,-0.821242467471188,0.169682220601505,-0.0227277727028508,0.941331151523502,-0.616732652676841,0.601690794511985,"N"
"mesa_bla","cvd_10y_HF","nSES","PhysAct",-0.611681141540283,0.183655105655609,-1.49956545488405,0.318758708397948,-0.069012177906787,0.629657038736032,-0.345872434095022,0.217539384986574,0.342566377864321,0.0519812309195802,-0.00890974945199527,0.686866939689629,"N"
"mesa_bla","cvd_10y_HF","nSES","currentSmoker",0.575063748829539,0.208703642350051,-0.312307515143501,1.48420803807618,0.287040677700952,0.0945889564873048,-0.05176187833418,0.623494669272193,-0.184573182097513,0.381219376132613,-0.595274601204313,0.231769603108343,"N"
"mesa_bla","cvd_10y_HF","nSES","alc",0.0870377153528259,0.864471962219769,-0.885187698888848,1.12500284728296,-0.0128751744485856,0.959286535101051,-0.501203661844358,0.492180434518056,0.083932229512325,0.784323068144378,-0.52869612690791,0.678950897678166,"N"
"mesa_bla","cvd_10y_HF","nFavFood","FamIncome",-0.975591773609294,0.029846323183356,-1.88862821443141,-0.125619087193997,-0.177107874730686,0.193637639551711,-0.442775492173836,0.0922509527672306,0.297278317831601,0.0144749846020925,0.064733729901886,0.542445366049396,"Y"
"mesa_bla","cvd_10y_HF","nFavFood","nutrition",0.0446607171351476,0.912331095995363,-0.76645181759016,0.830654726949879,-0.302975330420479,0.170301798689921,-0.746022026686216,0.122540805318667,-0.163814585541027,0.414641254762203,-0.573883353158801,0.22077930249979,"N"
"mesa_bla","cvd_10y_HF","nFavFood","PhysAct",-0.425496065569408,0.344018191416115,-1.36208654407836,0.414698144362197,0.068583971335145,0.592440387296322,-0.178243267458002,0.325299168801411,0.091709327431063,0.48376912045838,-0.152791553346457,0.367156930858551,"N"
"mesa_bla","cvd_10y_HF","nFavFood","currentSmoker",0.128800401481017,0.724890106516241,-0.609184937007708,0.832619184669223,0.231259604478963,0.118397693233999,-0.0587849142736411,0.522900958553727,-0.180554526694154,0.17467541408937,-0.447322816696045,0.0766926892874321,"N"
"mesa_bla","cvd_10y_HF","nFavFood","alc",0.267633155193824,0.500583653035944,-0.528279678971518,1.03491877749938,0.0652514142652345,0.768252837781542,-0.365489422567515,0.504438491877749,-0.317357711791396,0.102875055843157,-0.705441009949944,0.0617969651629392,"N"
"mesa_bla","cvd_10y_HF","nPhysFac","FamIncome",-0.286274515655136,0.616452240049318,-1.4521806836996,0.797171423343479,-0.124518256772712,0.36197881871334,-0.39002844437147,0.146400709859196,0.275283336252171,0.125000194582816,-0.0648957840136378,0.640682642728904,"N"
"mesa_bla","cvd_10y_HF","nPhysFac","nutrition",0.461477207457836,0.243738877451495,-0.333765132322698,1.25254762154065,-0.316813011398839,0.154016108822278,-0.762113813525494,0.111436439988517,0.0444937349348077,0.865287885049005,-0.502387591217809,0.544857595892115,"N"
"mesa_bla","cvd_10y_HF","nPhysFac","PhysAct",0.683582366691958,0.208267273778449,-0.43998226048379,1.73679024762098,0.0571164750389186,0.662785473488144,-0.194799358468769,0.320122872248733,-0.062157576138742,0.738770544819028,-0.420319058043462,0.318973087615524,"N"
"mesa_bla","cvd_10y_HF","nPhysFac","currentSmoker",0.774058874283037,0.016453746410207,0.1372358843942,1.42000482492715,0.175675408026346,0.243358556989685,-0.121113642318283,0.470514784406217,-0.224313200051725,0.291445929447897,-0.660135706173528,0.175535071915963,"N"
"mesa_bla","cvd_10y_HF","nPhysFac","alc",1.09804576157023,0.0803703376887619,-0.163012744218758,2.32005643332108,-0.0178190538214103,0.935861843894416,-0.449346285590421,0.420475524825867,-0.297015847305142,0.32460032263201,-0.882770278396869,0.309748775779854,"N"
"mesa_bla","cvd_10y_HF","nRS","FamIncome",0.372042786953989,0.204798965670471,-0.208326070617467,0.947442844828944,-0.0804275966843228,0.650936732524125,-0.425692084893104,0.272011279806949,-0.054020017871791,0.576332083202066,-0.245644783359258,0.134339339073578,"N"
"mesa_bla","cvd_10y_HF","nRS","nutrition",0.366766751263569,0.159992067103342,-0.143573402715563,0.88744811380923,-0.196776459951255,0.505168957410867,-0.785749762760255,0.375424501275326,-0.105514662445517,0.534602947610538,-0.456391534845056,0.217326181175932,"N"
"mesa_bla","cvd_10y_HF","nRS","PhysAct",0.388194913552703,0.136575750616358,-0.133033794660455,0.899168237612356,0.147685443265527,0.386565800143114,-0.180718217195708,0.489773246050006,-0.067573642432502,0.472563064204581,-0.252461447616607,0.120028611618921,"N"
"mesa_bla","cvd_10y_HF","nRS","currentSmoker",0.338062852112957,0.168452092343707,-0.148748465307371,0.818132369800796,0.27796989787776,0.156198096713562,-0.107566916142338,0.66241651692101,-0.0622227588764007,0.588121673596275,-0.289699490369402,0.16311239376991,"N"
"mesa_bla","cvd_10y_HF","nRS","alc",0.400789887981452,0.156449173075787,-0.169488664691408,0.95024288865144,0.151428104777588,0.599173560497365,-0.40858078018567,0.723868245869425,-0.112049083008228,0.487659717699571,-0.430740832929399,0.208393638992276,"N"
"mesa_bla","cvd_10y_noHF","nSES","FamIncome",0.39741209001855,0.431517762436136,-0.565213623095221,1.42057174394455,-0.0797120853122745,0.629406143105838,-0.399138127632233,0.250509641097826,-0.104696971835172,0.56224423728095,-0.460747882198952,0.24767055028463,"N"
"mesa_bla","cvd_10y_noHF","nSES","nutrition",0.0574709090042992,0.910547496776276,-0.95379842409607,1.06070345750706,-0.298612188247023,0.283431968557838,-0.867202022368138,0.23255227068601,0.0575123870213286,0.867584133515253,-0.601643772512895,0.761501989811364,"N"
"mesa_bla","cvd_10y_noHF","nSES","PhysAct",-0.631376959043562,0.199870030451769,-1.57810448667926,0.36904420982554,-0.133211825654025,0.391892264606806,-0.434484568259876,0.178568370890996,0.322656948473057,0.0910251164082977,-0.0590854411269105,0.694814166905823,"N"
"mesa_bla","cvd_10y_noHF","nSES","currentSmoker",0.626422763515267,0.223518951622868,-0.369456597777688,1.65102166978988,0.346295033435596,0.0686735934653219,-0.0282038254930408,0.720225840616195,-0.24914377630185,0.287729433211053,-0.706430170269646,0.212848273011672,"N"
"mesa_bla","cvd_10y_noHF","nSES","alc",0.230512102068642,0.683527758622251,-0.83879599910816,1.39119651322375,-0.0461989670893397,0.868116017945377,-0.583008483956154,0.514450949019332,-0.0623152760866335,0.854808203009483,-0.74691218082286,0.594681100367701,"N"
"mesa_bla","cvd_10y_noHF","nFavFood","FamIncome",-0.84020333107855,0.0859470172182568,-1.83350955059628,0.0869552094747715,-0.156134422877399,0.30071981833109,-0.449715221529079,0.142909295918839,0.277459464258317,0.0355507075148751,0.0248537155883594,0.543430896865212,"Y"
"mesa_bla","cvd_10y_noHF","nFavFood","nutrition",0.170006128989136,0.700246786351631,-0.713062820310071,1.02632442569119,-0.252166145210637,0.300375857562897,-0.742041912116205,0.215861904164956,-0.187415255971098,0.394245163526123,-0.641046139766744,0.231898818782649,"N"
"mesa_bla","cvd_10y_noHF","nFavFood","PhysAct",-0.297385822454132,0.529795961837348,-1.28001330964302,0.59022245868265,-0.00622700243760071,0.964250500973784,-0.274276075310775,0.272003965789906,0.0793190124995364,0.563007584909759,-0.177537627383173,0.36738787940035,"N"
"mesa_bla","cvd_10y_noHF","nFavFood","currentSmoker",0.102050206783025,0.80147880038852,-0.721659594878973,0.878213502345721,0.25697633539878,0.116901260310545,-0.0639966255642907,0.580025819551766,-0.108898950219255,0.444421445613533,-0.392803527124374,0.168667085803497,"N"
"mesa_bla","cvd_10y_noHF","nFavFood","alc",0.282384898177476,0.514252327622506,-0.586571876281288,1.11739150295798,-0.0292016961700342,0.904143348251175,-0.501639649601553,0.451450830894994,-0.262404459774756,0.210318840666569,-0.680481252684681,0.146587324354641,"N"
"mesa_bla","cvd_10y_noHF","nPhysFac","FamIncome",-0.189767395770546,0.757143174784544,-1.44411019312723,0.970779382976321,-0.107755372616942,0.474118795451324,-0.399951235375263,0.191387293920958,0.200619134623976,0.301492936646842,-0.167357548708759,0.595688240865362,"N"
"mesa_bla","cvd_10y_noHF","nPhysFac","nutrition",0.113043363735691,0.801237558457492,-0.850145392334326,0.964595008550992,-0.258833626452271,0.290526994581259,-0.751012899095656,0.212196708273458,0.215791344183397,0.446419656721223,-0.367609650466512,0.771705036978187,"N"
"mesa_bla","cvd_10y_noHF","nPhysFac","PhysAct",0.248763801967053,0.692209619549808,-1.1147270166985,1.39935197391745,0.00468606524761373,0.973979396400103,-0.270755332660979,0.295004132167656,0.0517924085925386,0.806180295120225,-0.343252641582295,0.500206269327561,"N"
"mesa_bla","cvd_10y_noHF","nPhysFac","currentSmoker",0.533328274964861,0.130127285641875,-0.200515811765088,1.21570349342301,0.222910369830159,0.176761103411835,-0.101743678412009,0.546798809286641,-0.121299024649797,0.59159018711092,-0.583527242515661,0.306509691516593,"N"
"mesa_bla","cvd_10y_noHF","nPhysFac","alc",1.13057031540368,0.0902212105908495,-0.21519392375656,2.42547044103481,-0.118056996235235,0.624833562726412,-0.589368553008895,0.359421026974268,-0.383610548993949,0.23610849518597,-1.01411682029805,0.268615408253286,"N"
"mesa_bla","cvd_10y_noHF","nRS","FamIncome",0.467285501717134,0.136515002973235,-0.153555905782779,1.08376418019302,-0.0234375237937003,0.905251496156313,-0.40487877417285,0.368047479206866,-0.0780620855327823,0.451039396527742,-0.283658989442062,0.123498017053906,"N"
"mesa_bla","cvd_10y_noHF","nRS","nutrition",0.40713980895932,0.14554165523206,-0.139518978924971,0.966904124303942,-0.139314354481226,0.666875858938077,-0.786728842100712,0.487096256528863,-0.112618093328793,0.531109477618613,-0.486107279158523,0.228807864342916,"N"
"mesa_bla","cvd_10y_noHF","nRS","PhysAct",0.398055831235405,0.144738882506612,-0.148428630762812,0.933976276041135,0.0690747195527731,0.707750438010043,-0.28595459424723,0.43873432983898,-0.0603090009481872,0.53989184135618,-0.25377190654379,0.136445685666048,"N"
"mesa_bla","cvd_10y_noHF","nRS","currentSmoker",0.349373472517479,0.190245221186751,-0.179575320450671,0.871610145972228,0.299513036175622,0.167033003167862,-0.1267968079137,0.724830936251074,-0.052296787962888,0.67327843232042,-0.298116817494382,0.191004572305765,"N"
"mesa_bla","cvd_10y_noHF","nRS","alc",0.340339569706386,0.252705224882481,-0.262888815693221,0.91735052448077,-0.00434324939122449,0.988987254830662,-0.617562437193637,0.620072866590752,-0.0565683439549194,0.739835114422339,-0.392522015840842,0.283118106449782,"N"
"jhs","cvd_10y_HF","nSES","FamIncome",0.116156733450906,0.540563521474958,-0.254162831297605,0.490693063597182,-0.123603618409093,0.0739001403131031,-0.258690537852149,0.0125465449136791,-0.042752201998427,0.506660629587494,-0.167959634587933,0.0846324889548856,"N"
"jhs","cvd_10y_HF","nSES","nutrition",0.0897477818335217,0.61861643968104,-0.262821617439154,0.444577825607541,-0.00881560903511961,0.937915754096013,-0.233110203143905,0.210904493023438,-0.0649330504155552,0.58645770936351,-0.296709416870525,0.171908044448359,"N"
"jhs","cvd_10y_HF","nSES","PhysAct",0.345787396271252,0.0258347072388233,0.0432021957515304,0.651825471896987,-0.093004546474366,0.25643171742068,-0.255201867354917,0.0663024231809131,-0.200737998154757,0.00973092704092353,-0.351625203757117,-0.0469216069618345,"Y"
"jhs","cvd_10y_HF","nSES","currentSmoker",-0.0892697023300667,0.678796612727827,-0.520335281383673,0.326662772529565,0.66697949386721,8.88241279880368e-05,0.326011386624149,0.994614553504907,0.0781013467736053,0.658134470975221,-0.256850109135832,0.437291924219972,"N"
"jhs","cvd_10y_HF","nSES","alc",0.0944668641679116,0.62866831719999,-0.285668051218617,0.480879340137391,-0.042796496841526,0.739281140874306,-0.295686085813578,0.20874611541906,-0.0651366852384545,0.602496840184377,-0.3094771804034,0.181394054480204,"N"
"jhs","cvd_10y_HF","nFavFood","FamIncome",0.0901214858718541,0.550205839978743,-0.207396362246756,0.38446464731002,-0.125345342312463,0.0673753712545714,-0.25935899594774,0.00937257353978944,-0.0465322022748008,0.43683051650061,-0.164318543086959,0.0704255612248552,"N"
"jhs","cvd_10y_HF","nFavFood","nutrition",0.115925051545695,0.461595607142288,-0.194022969629665,0.42361686558434,-0.0060650312131487,0.957034093603668,-0.229079031369407,0.212511732996827,-0.0952048850366558,0.360252769716421,-0.300938242737105,0.107467292188435,"N"
"jhs","cvd_10y_HF","nFavFood","PhysAct",-0.17162366543889,0.197304633108125,-0.434349508862894,0.0878222851083862,-0.110323168613745,0.173577806442304,-0.270896718720712,0.0471436085765762,0.101342748142299,0.188190390530333,-0.0505435832225781,0.251642708055711,"N"
"jhs","cvd_10y_HF","nFavFood","currentSmoker",-0.058397496936653,0.758456688611747,-0.429678507457177,0.315984699512059,0.681135904545728,3.78379455243806e-05,0.351844205726974,1.00078375431077,0.0360479301414666,0.819720023406884,-0.279047402655503,0.342729060386796,"N"
"jhs","cvd_10y_HF","nFavFood","alc",-0.0727970992186831,0.659141177025643,-0.398146330170116,0.249356451923319,-0.055615538179349,0.66402807557457,-0.307693118013347,0.194554359226787,0.0404049045396507,0.717526015705284,-0.179864700969609,0.258411671042193,"N"
"jhs","cvd_10y_HF","nPhysFac","FamIncome",0.0482357671566235,0.758794680545573,-0.268746569201993,0.349069910765136,-0.130716629104018,0.0548304705616258,-0.263903533896202,0.00305319595223102,-0.00274552334923463,0.964550009547335,-0.124736579102645,0.11796966141553,"N"
"jhs","cvd_10y_HF","nPhysFac","nutrition",-0.117663195845333,0.474978062698552,-0.448186426959383,0.200701003646558,-0.0206196475149651,0.854108422482626,-0.242785575604451,0.197079515700154,0.118252269986961,0.285217710844458,-0.102329601159367,0.335473544169644,"N"
"jhs","cvd_10y_HF","nPhysFac","PhysAct",-0.238081112954199,0.107813070322686,-0.534995939799791,0.0466845281112212,-0.097363225924907,0.229096898146092,-0.257669214828276,0.0599030514245838,0.172115614205285,0.0278040742012118,0.0153707074122046,0.32326253576129,"Y"
"jhs","cvd_10y_HF","nPhysFac","currentSmoker",-0.261326056060227,0.164054997360938,-0.632512961926605,0.106554616382104,0.660876427851111,7.10593293270236e-05,0.32929374854956,0.98235050704118,0.251911026749282,0.0787948613087618,-0.0369323564589679,0.528304692032085,"N"
"jhs","cvd_10y_HF","nPhysFac","alc",-0.216159077174595,0.239433756292099,-0.586221481297136,0.136314444463429,-0.0533471116050743,0.675998329220402,-0.304657457372306,0.196030208754979,0.180991241745235,0.12436956949718,-0.0518356742094765,0.411689121680503,"N"
"jhs","cvd_10y_HF","nRS","FamIncome",0.082422664297123,0.665173393959891,-0.287566571182413,0.459715650286811,-0.127607268488537,0.0677611486694906,-0.264075744207974,0.00991450322916927,-0.0136540337323551,0.841237097251618,-0.147187178634976,0.120196363459464,"N"
"jhs","cvd_10y_HF","nRS","nutrition",0.0216591730790054,0.905990417323451,-0.338005440502296,0.382057371266746,-0.0231064079110706,0.841839750395166,-0.253139593315271,0.201287354675413,0.0189692745965298,0.876804126641294,-0.217315193306524,0.263920194372302,"N"
"jhs","cvd_10y_HF","nRS","PhysAct",0.116410729923051,0.458819064040422,-0.18940088334421,0.427093486147657,-0.0940803698287972,0.251110929275461,-0.256307016839089,0.0652931046520621,-0.0419826806118355,0.613902738617434,-0.203544979765794,0.123085185808523,"N"
"jhs","cvd_10y_HF","nRS","currentSmoker",0.311647922289072,0.13871844979291,-0.10466818196546,0.722117418172064,0.727422851940479,1.16692408324813e-05,0.396891265354281,1.04834637214217,-0.226194264846781,0.174244663072391,-0.54653487329992,0.108316014945428,"N"
"jhs","cvd_10y_HF","nRS","alc",-0.137552520049134,0.48289619345964,-0.519661584958445,0.249711085893376,-0.079644111455014,0.541628235346093,-0.336676911485018,0.175254231034242,0.131330684949376,0.309184361758683,-0.120091010837461,0.386938312431786,"N"
"jhs","cvd_10y_noHF","nSES","FamIncome",0.248853641715908,0.325629375403689,-0.241767385695307,0.750997836491912,0.0530522693082461,0.544994807906213,-0.117269361465364,0.226585099523522,-0.01847587417325,0.829386667211035,-0.184936256817557,0.151144141027398,"N"
"jhs","cvd_10y_noHF","nSES","nutrition",0.063845081050773,0.784641777188737,-0.393733484538828,0.523099126137024,0.0212686309124912,0.881109200021244,-0.26317406576222,0.295321097846862,0.0982167479484719,0.533114703033547,-0.204729991487008,0.413997495104724,"N"
