,Data,Bootstrap Result Name,Mean,2.5%,97.5%
46,mesa_cate,bp_7_nPhysFac_nutrition,-0.04098702435992434,-0.24185,0.16029
47,mesa_cate,bp_8_nRS_nutrition,-0.02955931040509114,-0.23213,0.15422
48,mesa_cate,bp_9_nSES_PhysAct,0.035124337966025605,-0.0897,0.14554
49,mesa_cate,bp_10_nFavFood_PhysAct,-0.006277317025333041,-0.12002,0.10629
50,mesa_cate,bp_11_nPhysFac_PhysAct,-0.05805042951554972,-0.16457,0.05139
51,mesa_cate,bp_12_nRS_PhysAct,0.07327597715459788,-0.0334,0.18697
52,mesa_cate,bp_13_nSES_currentSmoker,0.036639832238886984,-0.11292,0.18027
53,mesa_cate,bp_14_nFavFood_currentSmoker,0.013392361621657202,-0.12717,0.16482
54,mesa_cate,bp_15_nPhysFac_currentSmoker,-0.0419356094149749,-0.19064,0.11447
55,mesa_cate,bp_16_nRS_currentSmoker,0.05832753746192659,-0.08247,0.20245
56,mesa_cate,bp_17_nSES_alc,0.0853791384866213,-0.11931,0.29743
57,mesa_cate,bp_18_nFavFood_alc,-0.10095443814432699,-0.30012,0.10619
58,mesa_cate,bp_19_nPhysFac_alc,-0.05116229461696962,-0.25227,0.1712
59,mesa_cate,bp_20_nRS_alc,0.03244597470975789,-0.17303,0.23025
60,mesa_pre,bp_1_nSES_FamIncome,0.08018518184869773,-0.00215,0.1683
61,mesa_pre,bp_2_nFavFood_FamIncome,0.0507308372880829,-0.02585,0.1299
62,mesa_pre,bp_3_nPhysFac_FamIncome,0.014692526525494241,-0.06783,0.09009
63,mesa_pre,bp_4_nRS_FamIncome,0.0032204555062875263,-0.07747,0.08329
64,mesa_pre,bp_5_nSES_nutrition,-0.01644029543882169,-0.17839,0.14776
65,mesa_pre,bp_6_nFavFood_nutrition,0.015808867118689018,-0.14058,0.17534
66,mesa_pre,bp_7_nPhysFac_nutrition,-0.00417368783502849,-0.163,0.16009
67,mesa_pre,bp_8_nRS_nutrition,0.0015983317681184529,-0.15944,0.15455
68,mesa_pre,bp_9_nSES_PhysAct,0.019765244133024416,-0.07536,0.12168
69,mesa_pre,bp_10_nFavFood_PhysAct,0.013271275375032547,-0.07888,0.09747
70,mesa_pre,bp_11_nPhysFac_PhysAct,-0.07027216048723679,-0.15375,0.02089
71,mesa_pre,bp_12_nRS_PhysAct,-0.010733418474943636,-0.10622,0.07162
72,mesa_pre,bp_13_nSES_currentSmoker,0.05375241367039653,-0.06632,0.17622
73,mesa_pre,bp_14_nFavFood_currentSmoker,0.009817198769236507,-0.09822,0.10785
74,mesa_pre,bp_15_nPhysFac_currentSmoker,-0.02159528592915734,-0.12925,0.08433
75,mesa_pre,bp_16_nRS_currentSmoker,0.07347089912677088,-0.03971,0.18285
76,mesa_pre,bp_17_nSES_alc,0.1330123028622418,-0.03705,0.2957
77,mesa_pre,bp_18_nFavFood_alc,-0.12145838506984853,-0.28077,0.04779
78,mesa_pre,bp_19_nPhysFac_alc,-0.14443943439566004,-0.3075,0.01595
79,mesa_pre,bp_20_nRS_alc,0.0002905964853928711,-0.16603,0.16111
