,Data,Bootstrap Result Name,Mean,2.5%,97.5%
24,mesa_bla_imputed,bp_5_nSES_nutrition,0.1785713814579006,-0.28075,0.77446
25,mesa_bla_imputed,bp_6_nFavFood_nutrition,-0.2315851767355239,-0.63672,0.12812
26,mesa_bla_imputed,bp_7_nPhysFac_nutrition,-0.00935187115113737,-0.68036,0.4593
27,mesa_bla_imputed,bp_8_nRS_nutrition,0.03933165706109918,-0.22493,0.30367
28,mesa_bla_imputed,bp_9_nSES_PhysAct,0.14135009471480692,-0.12018,0.37556
29,mesa_bla_imputed,bp_10_nFavFood_PhysAct,0.11757104034003685,-0.08403,0.32645
30,mesa_bla_imputed,bp_11_nPhysFac_PhysAct,0.08657646659160696,-0.18068,0.39399
31,mesa_bla_imputed,bp_12_nRS_PhysAct,-0.04944118456315178,-0.20501,0.10821
32,mesa_bla_imputed,bp_13_nSES_currentSmoker,-0.010365596812593988,-0.2932,0.26989
33,mesa_bla_imputed,bp_14_nFavFood_currentSmoker,-0.00500208127264507,-0.22011,0.22138
34,mesa_bla_imputed,bp_15_nPhysFac_currentSmoker,-0.07558793485458762,-0.35659,0.25475
35,mesa_bla_imputed,bp_16_nRS_currentSmoker,-0.022603086203746806,-0.2207,0.16663
36,mesa_bla_imputed,bp_17_nSES_alc,0.29884490810382836,-0.16854,0.75688
37,mesa_bla_imputed,bp_18_nFavFood_alc,-0.31692733739247025,-0.65974,0.02371
38,mesa_bla_imputed,bp_19_nPhysFac_alc,-0.45579364196969574,-0.98262,0.07955
39,mesa_bla_imputed,bp_20_nRS_alc,0.11633420364576301,-0.14843,0.41175
40,mesa_bla_pre,bp_1_nSES_FamIncome,0.041597784538512574,-0.10916,0.20535
41,mesa_bla_pre,bp_2_nFavFood_FamIncome,0.05612518591409976,-0.10914,0.21946
42,mesa_bla_pre,bp_3_nPhysFac_FamIncome,0.029112588458730763,-0.12563,0.17425
43,mesa_bla_pre,bp_4_nRS_FamIncome,0.20112497051840064,0.00317,0.41514
44,mesa_bla_pre,bp_5_nSES_nutrition,0.24369832782235593,-0.0982,0.58402
45,mesa_bla_pre,bp_6_nFavFood_nutrition,-0.14575230056509786,-0.47441,0.17261
46,mesa_bla_pre,bp_7_nPhysFac_nutrition,-0.21815745725496777,-0.50776,0.07341
47,mesa_bla_pre,bp_8_nRS_nutrition,0.1257869707205693,-0.33561,0.6746
48,mesa_bla_pre,bp_9_nSES_PhysAct,0.06666250102617241,-0.11655,0.24958
49,mesa_bla_pre,bp_10_nFavFood_PhysAct,0.02136006584300988,-0.13527,0.18715
50,mesa_bla_pre,bp_11_nPhysFac_PhysAct,-0.03187501557220573,-0.17368,0.11938
51,mesa_bla_pre,bp_12_nRS_PhysAct,0.03153513837680296,-0.19071,0.25304
52,mesa_bla_pre,bp_13_nSES_currentSmoker,0.0021776864913074577,-0.19492,0.19912
53,mesa_bla_pre,bp_14_nFavFood_currentSmoker,-0.00998102449466498,-0.20004,0.1813
54,mesa_bla_pre,bp_15_nPhysFac_currentSmoker,-0.037471400489885114,-0.22812,0.15554
55,mesa_bla_pre,bp_16_nRS_currentSmoker,0.05466287127552766,-0.18208,0.29158
56,mesa_bla_pre,bp_17_nSES_alc,0.2881101235796225,0.00329,0.59933
57,mesa_bla_pre,bp_18_nFavFood_alc,-0.2835949919867821,-0.57338,0.00832
58,mesa_bla_pre,bp_19_nPhysFac_alc,-0.24547924810462718,-0.51644,0.03189
59,mesa_bla_pre,bp_20_nRS_alc,0.1256039012815425,-0.24561,0.50709
