,Data,Bootstrap Result Name,Mean,2.5%,97.5%
29,mesa_bla_imputed,bp_10_nFavFood_PhysAct,0.11140301856030126,-0.08488,0.3201
30,mesa_bla_imputed,bp_11_nPhysFac_PhysAct,0.0840600913758287,-0.18676,0.39777
31,mesa_bla_imputed,bp_12_nRS_PhysAct,-0.051831051850649894,-0.20669,0.10152
32,mesa_bla_imputed,bp_13_nSES_currentSmoker,0.002982740599527189,-0.26906,0.28075
33,mesa_bla_imputed,bp_14_nFavFood_currentSmoker,-0.005837857457436933,-0.23043,0.21132
34,mesa_bla_imputed,bp_15_nPhysFac_currentSmoker,-0.08444813407045211,-0.40198,0.24256
35,mesa_bla_imputed,bp_16_nRS_currentSmoker,-0.02103361842226964,-0.20617,0.16568
36,mesa_bla_imputed,bp_17_nSES_alc,0.2888860606348072,-0.16765,0.72882
37,mesa_bla_imputed,bp_18_nFavFood_alc,-0.33195297650469036,-0.69225,0.02932
38,mesa_bla_imputed,bp_19_nPhysFac_alc,-0.48014112597231356,-1.05539,0.06643
39,mesa_bla_imputed,bp_20_nRS_alc,0.11079288552086795,-0.15381,0.41029
40,mesa_bla_cate,bp_1_nSES_FamIncome,-0.004936132247290101,-0.05648,0.04889
41,mesa_bla_cate,bp_2_nFavFood_FamIncome,0.014842525458921148,-0.04847,0.07895
42,mesa_bla_cate,bp_3_nPhysFac_FamIncome,0.024406212221532175,-0.034,0.08514
43,mesa_bla_cate,bp_4_nRS_FamIncome,0.026744819350143802,-0.0383,0.0912
44,mesa_bla_cate,bp_5_nSES_nutrition,0.1095030951362985,-0.32953,0.59256
45,mesa_bla_cate,bp_6_nFavFood_nutrition,-0.09669297150987431,-0.56022,0.34686
46,mesa_bla_cate,bp_7_nPhysFac_nutrition,-0.1388566206713779,-0.5973,0.29041
47,mesa_bla_cate,bp_8_nRS_nutrition,0.13928897660242506,-0.29734,0.57974
48,mesa_bla_cate,bp_9_nSES_PhysAct,0.11211640515604052,-0.14267,0.36173
49,mesa_bla_cate,bp_10_nFavFood_PhysAct,0.005622585399807191,-0.23904,0.2664
50,mesa_bla_cate,bp_11_nPhysFac_PhysAct,-0.01536108050308463,-0.25286,0.24271
51,mesa_bla_cate,bp_12_nRS_PhysAct,0.012549396247756509,-0.22456,0.25048
52,mesa_bla_cate,bp_13_nSES_currentSmoker,0.038347667188381084,-0.25991,0.35114
53,mesa_bla_cate,bp_14_nFavFood_currentSmoker,-0.2050637808594101,-0.52415,0.09095
54,mesa_bla_cate,bp_15_nPhysFac_currentSmoker,-0.2546446441773556,-0.57008,0.01948
55,mesa_bla_cate,bp_16_nRS_currentSmoker,-0.018115333960289953,-0.28554,0.25688
56,mesa_bla_cate,bp_17_nSES_alc,0.19820222849104988,-0.18366,0.59084
57,mesa_bla_cate,bp_18_nFavFood_alc,-0.3574627149654651,-0.78713,0.08438
58,mesa_bla_cate,bp_19_nPhysFac_alc,-0.1805996361065066,-0.5757,0.22301
59,mesa_bla_cate,bp_20_nRS_alc,-0.05911727712368369,-0.47306,0.33283
60,mesa_bla_pre,bp_1_nSES_FamIncome,0.043001327322029374,-0.10269,0.20528
61,mesa_bla_pre,bp_2_nFavFood_FamIncome,0.05349415503406938,-0.12128,0.21619
62,mesa_bla_pre,bp_3_nPhysFac_FamIncome,0.02866622376491691,-0.1313,0.18516
63,mesa_bla_pre,bp_4_nRS_FamIncome,0.19495468094985022,0.0041,0.3942
64,mesa_bla_pre,bp_5_nSES_nutrition,0.23597554174265675,-0.09944,0.5918
65,mesa_bla_pre,bp_6_nFavFood_nutrition,-0.13812935368281237,-0.47202,0.1757
66,mesa_bla_pre,bp_7_nPhysFac_nutrition,-0.21175781886269474,-0.53567,0.07179
67,mesa_bla_pre,bp_8_nRS_nutrition,0.10829939358284119,-0.3261,0.70644
68,mesa_bla_pre,bp_9_nSES_PhysAct,0.07149066623432222,-0.11408,0.2455
69,mesa_bla_pre,bp_10_nFavFood_PhysAct,0.02102954373045869,-0.14513,0.18695
70,mesa_bla_pre,bp_11_nPhysFac_PhysAct,-0.03151264185579513,-0.18858,0.11692
71,mesa_bla_pre,bp_12_nRS_PhysAct,0.029928658474328466,-0.20971,0.25235
72,mesa_bla_pre,bp_13_nSES_currentSmoker,0.0036856129240406582,-0.18908,0.20852
73,mesa_bla_pre,bp_14_nFavFood_currentSmoker,-0.013437635434942067,-0.20788,0.17573
74,mesa_bla_pre,bp_15_nPhysFac_currentSmoker,-0.03993979618004555,-0.22747,0.1529
75,mesa_bla_pre,bp_16_nRS_currentSmoker,0.04761536539043714,-0.18682,0.27926
76,mesa_bla_pre,bp_17_nSES_alc,0.29286392926696625,0.00964,0.60168
77,mesa_bla_pre,bp_18_nFavFood_alc,-0.28112889560130677,-0.57785,-0.00842
78,mesa_bla_pre,bp_19_nPhysFac_alc,-0.24206491380954773,-0.51603,0.01158
79,mesa_bla_pre,bp_20_nRS_alc,0.13075563588590378,-0.29666,0.53774
